id,first_name,last_name,party,state,type,website
L000606,George,Latimer,Democrat,NY,rep,https://latimer.house.gov/media/press-releases
R000622,Josh,Riley,Democrat,NY,rep,https://riley.house.gov/media/press-releases
M001231,John,Mannion,Democrat,NY,rep,https://mannion.house.gov/media/press-releases
T000490,David,Taylor,Republican,OH,rep,https://taylor.house.gov/media/press-releases
D000635,Maxine,Dexter,Democrat,OR,rep,https://dexter.house.gov/media/press-releases
B001326,Janelle,Bynum,Democrat,OR,rep,https://bynum.house.gov/media/press-releases
M001230,Ryan,Mackenzie,Republican,PA,rep,https://mackenzie.house.gov/media/press-releases
B001327,Robert,Bresnahan,Republican,PA,rep,https://bresnahan.house.gov/media/press-releases
H001103,Pablo Jose,Hernandez Rivera,Democrat,PR,rep,https://hernandez.house.gov/media/press-releases
B001325,Sheri,Biggs,Republican,SC,rep,https://sheribiggs.house.gov/media/press-releases
G000601,Craig,Goldman,Republican,TX,rep,https://craiggoldman.house.gov/media/press-releases
G000603,Brandon,Gill,Republican,TX,rep,https://gill.house.gov/media/press-releases
J000310,Julie,Johnson,Democrat,TX,rep,https://juliejohnson.house.gov/media/press-releases
K000403,Mike,Kennedy,Republican,UT,rep,https://mikekennedy.house.gov/media/press-releases
M001239,John,McGuire,Republican,VA,rep,https://mcguire.house.gov/media/press-releases
V000138,Eugene,Vindman,Democrat,VA,rep,https://vindman.house.gov/media/press-releases
S001230,Suhas,Subramanyam,Democrat,VA,rep,https://subramanyam.house.gov/media/press-releases
B001322,Michael,Baumgartner,Republican,WA,rep,https://baumgartner.house.gov/media/press-releases
R000621,Emily,Randall,Democrat,WA,rep,https://randall.house.gov/media/press-releases
M001235,Riley,Moore,Republican,WV,rep,https://rileymoore.house.gov/media/press-releases
